Key,Desc,English,Russian,Spanish,Chinese (Simplified),Belarusian,French,German,Italian,Japanese,Korean,,Turkish,Ukrainian
19_bolot_bridge_demo_cardRight_REV,,Magic transports you back to the swamp's entrance,Магия переносит вас ко входу в болото,La magia te transporta de vuelta a la entrada del pantano,,,,,,,,,,
19_bolot_fall_bridge_bunner,,You clutch the rotten railing as your companions retreat in panic. Need to act - now!,"Вы хватаетесь за гнилые перила, пока спутники в панике отступают назад. Нужно что-то делать - срочно",Te aferras a la podrida barandilla mientras tus compañeros retroceden en pánico. ¡Hay que actuar - ya!,,,,,,,,,,
19_bolot_fall_bridge_cardLeft,,Attempt to carefully move forward,Попытаться осторожно перебраться дальше,Intentar avanzar con cuidado,,,,,,,,,,
19_bolot_fall_bridge_cardLeft_REV,,"As you take the final step, the cables snap, and the entire structure vanishes into the water. There's no going back now","Когда вы делаете последний шаг, тросы не выдерживают, и вся конструкция исчезает в воде. Возвращаться назад уже нельзя","Cuando das el último paso, los cables se rompen y toda la estructura desaparece en el agua. Ya no hay vuelta atrás",,,,,,,,,,
19_bolot_fall_bridge_cardRight,,Jump into the water while there's still time,"Прыгнуть в воду, пока ещё не поздно",Saltar al agua mientras aún hay tiempo,,,,,,,,,,
19_bolot_fall_bridge_cardRight_REV,,"You scramble ashore, but the current sweeps away a pouch containing something vital","Вы выбираетесь, но вода уносит мешочек с чем-то важным","Logras salir, pero la corriente arrastra una bolsa con algo importante",,,,,,,,,,
19_bolot_ChickenHouse_bunner,,In the center sways a hut on chicken legs - it seems to scrutinize you. The young warrior grips his sword hilt in terror,В центре покачивается избушка на курьих ногах - она будто вас разглядывает. Молодой воин в страхе сжимает рукоять меча,En el centro se balancea una choza sobre patas de gallina - parece escrutarte. El joven guerrero agarra la empuñadura de su espada con temor,,,,,,,,,,
19_bolot_ChickenHouse_cardLeft,,Approach cautiously,Осторожно подойти ближе,Acercarse con precaución,,,,,,,,,,
19_bolot_ChickenHouse_cardLeft_REV,,"The door swings open on its own. Darkness looms inside, yet the scent of herbs, ash, and something ancient wafts outward","Дверь сама открывается перед тобой. Внутри темно, но оттуда веет запахом трав, золы и чего-то старого","La puerta se abre sola. Dentro hay oscuridad, pero un olor a hierbas, cenizas y algo antiguo flota en el aire",,,,,,,,,,
19_bolot_ChickenHouse_cardRight,,Allow the young warrior to draw his sword,Разрешить молодому воину достать меч,Permitir que el joven guerrero desenvaine su espada,,,,,,,,,,
19_bolot_ChickenHouse_cardRight_REV,,Laughter echoes from the hut. The youth charges forward - the door flies open - something yanks him inside. Silence falls,"Из избушки раздаётся смех. Юнец бросается вперёд, дверь распахивается - что-то утягивает его внутрь, и становится тихо",Una risa resuena en la choza. El joven se lanza hacia adelante - la puerta se abre de golpe - algo lo jala adentro. Todo queda en silencio,,,,,,,,,,
19_ChickenHouseEnter_bunner,,"A faint fire flickers by the wall, casting shadows across the table. Strange patterns, bones, and tangled threads are laid out upon it. The young warrior tightens his grip on the sword","У стены мерцает слабый огонь, отбрасывая тени на стол. На нём что-то разложено - странные узоры, кости, спутанные нити. Молодой воин еще сильнее сжимает меч","Un fuego tenue parpadea junto a la pared, proyectando sombras sobre la mesa. Sobre ella hay extraños patrones, huesos e hilos enredados. El joven guerrero aprieta más fuerte su espada",,,,,,,,,,
19_ChickenHouseEnter_cardLeft,,Enter first,Войти внутрь первым,Entrar primero,,,,,,,,,,
19_ChickenHouseEnter_cardLeft_REV,,"The moment you step inside, the door slams shut behind you, cutting you off from the guard","Как только вы заходите, дверь моментально захлопывается, разделяя вас со стражником","En cuanto entras, la puerta se cierra de golpe, separándote del guardia",,,,,,,,,,
19_ChickenHouseEnter_cardRight,,Let the young warrior enter first,Позволить молодому воину войти первым,Permitir que el joven guerrero entre primero,,,,,,,,,,
19_ChickenHouseEnter_cardRight_REV,,"A voice from the darkness: 'Ah, fresh meat…' The youth gasps, drops his sword, and flees in terror, vanishing into the black","Голос из темноты: ""О, молодое мясо…"" Юнец, вскрикнув, роняет меч. В страхе он бросается прочь, растворяясь в темноте","Una voz en la oscuridad: 'Oh, carne joven…' El joven grita, suelta la espada y huye aterrado, disolviéndose en la negrura",,,,,,,,,,
test_bunner,,,Вот тут какая - то ситуация,,,,,,,,,,,
test_cardLeft,,,Левая,,,,,,,,,,,
test_cardLeft_REV,,,Левый реверс если да,,,,,,,,,,,
test_REV_NO,,,Левый реверс если нет,,,,,,,,,,,
test_cardRight,,,Правая,,,,,,,,,,,
test_cardRight_REV,,,Правый реверс,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Credits,,Credits,Авторы,Autores,,,,,,,,,,
Art,,Ekaterina Yakovleva - 2D Art,Екатерина Яковлева -  2D Арт,Ekaterina Yakovleva - 2D Art,,,,,,,,,,
Design,,Valentine Timinsky - Game design \ Scenario,Валентин Тиминский - Геймдизайн \ Сценарий,Valentine Timinsky - Game design \ Scenario,,,,,,,,,,
Development,,Martin Shlembert - Development,Мартин Шлемберт - Разработка,Martin Shlembert - Development,,,,,,,,,,
Soundtrack,,Soundtrack in game,Музыка в игре,Soundtrack in game,,,,,,,,,,
Track0,,Track: Returning Home,Track: Returning Home,Track: Returning Home,,,,,,,,,,
Track1,,Track: Rosa Rosae,Track: Rosa Rosae,Track: Rosa Rosae,,,,,,,,,,
MusicBy,,Music by https://www.fiftysounds.com,Music by https://www.fiftysounds.com,Music by https://www.fiftysounds.com,,,,,,,,,,
,,,,,,,,,,,,,,
TestingText,,"Вы берёте платок с прилавка, маскируетесь под старушку и узнаёте, что принцессу похитил дракон, а спасти её должны вы",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,en,ru,es,zh-CN,be,fr,de,it,ja,ko,,tr,uk
